week,n_events,n_material_conflict,n_verbal_conflict,n_material_coop,n_verbal_coop,mean_goldstein,mean_tone,total_mentions,country,region,distinct_actors,material_conflict_share,baseline_mean_share,baseline_std_share,baseline_mean_goldstein,escalation_next_1w,label_1w_ahead,label_2w_ahead,n_events_lag1,n_events_lag2,n_events_delta,material_conflict_share_lag1,material_conflict_share_lag2,material_conflict_share_delta,mean_goldstein_lag1,mean_goldstein_lag2,mean_goldstein_delta,distinct_actors_lag1,distinct_actors_lag2,distinct_actors_delta,mean_tone_lag1,mean_tone_lag2,mean_tone_delta
2026-01-26,13,2,0,0,11,0.5307692307692307,-4.221861191426114,276,ET,East/NE Africa,7,0.15384615384615385,,,,0,0,0,,,,,,,,,,,,,,,
2026-02-02,705,94,85,83,443,0.8941843971631205,-2.4199304820777554,4976,ET,East/NE Africa,123,0.13333333333333333,,,,0,0,0,13.0,,692.0,0.15384615384615385,,-0.020512820512820523,0.5307692307692307,,0.3634151663938898,7.0,,116.0,-4.221861191426114,,1.8019307093483583
2026-02-09,1863,123,144,131,1465,1.8006977992485238,0.3588283274036822,13840,ET,East/NE Africa,175,0.06602254428341385,,,,0,0,0,705.0,13.0,1158.0,0.13333333333333333,0.15384615384615385,-0.06731078904991948,0.8941843971631205,0.5307692307692307,0.9065134020854033,123.0,7.0,52.0,-2.4199304820777554,-4.221861191426114,2.7787588094814377
2026-02-16,1477,85,142,103,1147,1.6446851726472578,0.3484074832572324,8874,ET,East/NE Africa,149,0.05754908598510494,,,,0,0,0,1863.0,705.0,-386.0,0.06602254428341385,0.13333333333333333,-0.008473458298308909,1.8006977992485238,0.8941843971631205,-0.15601262660126602,175.0,123.0,-26.0,0.3588283274036822,-2.4199304820777554,-0.010420844146449781
2026-02-23,1263,111,165,170,817,1.2494853523357086,-1.0099985080989378,8801,ET,East/NE Africa,151,0.08788598574821853,0.10268777936200149,0.04809078345938426,1.2175841499570332,0,0,0,1477.0,1863.0,-214.0,0.05754908598510494,0.06602254428341385,0.030336899763113587,1.6446851726472578,1.8006977992485238,-0.3951998203115492,149.0,175.0,2.0,0.3484074832572324,0.3588283274036822,-1.3584059913561701
2026-03-02,1109,110,136,103,760,0.9926961226330028,-1.0244416689281102,6360,ET,East/NE Africa,158,0.09918845807033363,0.0997274206392449,0.04217062021289283,1.2239643904327682,0,0,0,1263.0,1477.0,-154.0,0.08788598574821853,0.05754908598510494,0.011302472322115106,1.2494853523357086,1.6446851726472578,-0.2567892297027058,151.0,149.0,7.0,-1.0099985080989378,0.3484074832572324,-0.014443160829172408
2026-03-09,1190,144,111,139,796,0.9136974789915966,-1.6913307133484696,7476,ET,East/NE Africa,156,0.12100840336134454,0.09963759354442636,0.03771919114660092,1.1854196791328073,0,0,0,1109.0,1263.0,81.0,0.09918845807033363,0.08788598574821853,0.021819945291010903,0.9926961226330028,1.2494853523357086,-0.07899864364140619,158.0,151.0,-2.0,-1.0244416689281102,-1.0099985080989378,-0.6668890444203595
2026-03-16,682,89,58,54,481,1.1580645161290322,-0.9570617880066681,5480,ET,East/NE Africa,111,0.13049853372434017,0.10269056637541467,0.03536748486546342,1.1466022219697773,0,0,0,1190.0,1109.0,-508.0,0.12100840336134454,0.09918845807033363,0.009490130362995633,0.9136974789915966,0.9926961226330028,0.24436703713743557,156.0,158.0,-45.0,-1.6913307133484696,-1.0244416689281102,0.7342689253418015
2026-03-23,587,64,69,72,382,1.3954003407155027,-1.071848972846097,3485,ET,East/NE Africa,113,0.10902896081771721,0.10616656229403035,0.03418808602281074,1.1480350087396842,0,0,0,682.0,1190.0,-95.0,0.13049853372434017,0.12100840336134454,-0.021469572906622963,1.1580645161290322,0.9136974789915966,0.2373358245864705,111.0,156.0,2.0,-0.9570617880066681,-1.6913307133484696,-0.11478718483942885
2026-03-30,530,48,65,60,357,1.5354716981132075,-0.21401075290238047,3317,ET,East/NE Africa,102,0.09056603773584905,0.10648460657444,0.031994256393045456,1.1755200456258863,0,0,0,587.0,682.0,-57.0,0.10902896081771721,0.13049853372434017,-0.018462923081868157,1.3954003407155027,1.1580645161290322,0.14007135739770482,113.0,111.0,-11.0,-1.071848972846097,-0.9570617880066681,0.8578382199437165
2026-04-06,619,69,80,65,405,0.884329563812601,-2.011021865103263,6331,ET,East/NE Africa,127,0.11147011308562198,0.1048927496905809,0.030581621728005753,1.2115152108746183,0,0,0,530.0,587.0,89.0,0.09056603773584905,0.10902896081771721,0.020904075349772927,1.5354716981132075,1.3954003407155027,-0.6511421343006065,102.0,113.0,25.0,-0.21401075290238047,-1.071848972846097,-1.7970111122008827
2026-04-13,597,41,48,67,441,1.6902847571189281,-0.013179283122667506,5297,ET,East/NE Africa,97,0.06867671691792294,0.10549069181740282,0.029079974405433404,1.1817710611417076,0,0,0,619.0,530.0,-22.0,0.11147011308562198,0.09056603773584905,-0.04279339616769903,0.884329563812601,1.5354716981132075,0.8059551933063271,127.0,102.0,-30.0,-2.011021865103263,-0.21401075290238047,1.9978425819805956
2026-04-20,781,73,66,84,558,1.4335467349551856,-0.3203320071857915,4315,ET,East/NE Africa,119,0.09346991037131883,0.1024228605757795,0.029693554243580743,1.2241472024731428,0,0,0,597.0,619.0,184.0,0.06867671691792294,0.11147011308562198,0.02479319345339588,1.6902847571189281,0.884329563812601,-0.25673802216374253,97.0,127.0,22.0,-0.013179283122667506,-2.011021865103263,-0.307152724063124
2026-04-27,646,58,65,66,457,1.1283281733746129,-0.1045283470877211,3983,ET,East/NE Africa,103,0.08978328173374613,0.10173417209851329,0.028537648121241224,1.2402548588179152,0,0,0,781.0,597.0,-135.0,0.09346991037131883,0.06867671691792294,-0.0036866286375727003,1.4335467349551856,1.6902847571189281,-0.3052185615805727,119.0,97.0,-16.0,-0.3203320071857915,-0.013179283122667506,0.21580366009807042
2026-05-04,977,104,153,90,630,0.5024564994882292,-2.41405327773389,10020,ET,East/NE Africa,133,0.10644831115660185,0.10088053707245849,0.027603498113608956,1.232260095571965,0,0,0,646.0,781.0,331.0,0.08978328173374613,0.09346991037131883,0.01666502942285572,1.1283281733746129,1.4335467349551856,-0.6258716738863837,103.0,119.0,30.0,-0.1045283470877211,-0.3203320071857915,-2.309524930646169
2026-05-11,835,54,87,73,621,1.7150898203592813,-0.9347412243700849,14696,ET,East/NE Africa,111,0.06467065868263473,0.10125172201140138,0.026638216156187496,1.1836065224997159,0,0,0,977.0,646.0,-142.0,0.10644831115660185,0.08978328173374613,-0.041777652473967114,0.5024564994882292,1.1283281733746129,1.212633320871052,133.0,103.0,-22.0,-2.41405327773389,-0.1045283470877211,1.4793120533638051
2026-05-18,747,73,71,70,533,1.4630522088353415,-0.7833136005591504,4399,ET,East/NE Africa,132,0.09772423025435073,0.09896540555335347,0.027311611873456,1.2168242286159388,0,0,0,835.0,977.0,-88.0,0.06467065868263473,0.10644831115660185,0.033053571571716,1.7150898203592813,0.5024564994882292,-0.2520376115239398,111.0,133.0,21.0,-0.9347412243700849,-2.41405327773389,0.15142762381093444
2026-05-25,791,97,93,93,508,0.9426042983565108,-0.7816476169578577,7118,ET,East/NE Africa,133,0.12262958280657396,0.09889239524164743,0.02644606781312434,1.2313082274523743,0,0,1,747.0,835.0,44.0,0.09772423025435073,0.06467065868263473,0.02490535255222323,1.4630522088353415,1.7150898203592813,-0.5204479104788307,132.0,111.0,1.0,-0.7833136005591504,-0.9347412243700849,0.0016659836012927753
2026-06-01,762,82,110,79,491,0.31456692913385825,-0.9341610967378299,5269,ET,East/NE Africa,104,0.10761154855643044,0.10021112788414335,0.02625941076556737,1.2152691202803818,0,1,0,791.0,747.0,-29.0,0.12262958280657396,0.09772423025435073,-0.015018034250143517,0.9426042983565108,1.4630522088353415,-0.6280373692226526,133.0,132.0,-29.0,-0.7816476169578577,-0.7833136005591504,-0.1525134797799722
2026-06-08,822,110,66,70,576,1.6045012165450123,-0.05579694223099488,5751,ET,East/NE Africa,120,0.13381995133819952,0.10060062370900057,0.025575972781547544,1.1678637417989859,1,0,0,762.0,791.0,60.0,0.10761154855643044,0.12262958280657396,0.026208402781769072,0.31456692913385825,0.9426042983565108,1.2899342874111541,104.0,133.0,16.0,-0.9341610967378299,-0.7816476169578577,0.878364154506835
2026-06-15,761,95,87,80,499,0.5099868593955321,-2.0611260882920712,5928,ET,East/NE Africa,124,0.12483574244415244,0.10226159009046051,0.025978426726738144,1.1896956155362872,0,0,1,822.0,762.0,-61.0,0.13381995133819952,0.10761154855643044,-0.00898420889404708,1.6045012165450123,0.31456692913385825,-1.0945143571494802,120.0,104.0,4.0,-0.05579694223099488,-0.9341610967378299,-2.0053291460610763
2026-06-22,694,67,75,80,472,1.0623919308357348,0.570254874894854,4993,ET,East/NE Africa,124,0.09654178674351585,0.1033365497263506,0.025795368286406183,1.157328531910537,0,1,0,761.0,822.0,-67.0,0.12483574244415244,0.13381995133819952,-0.028293955700636586,0.5099868593955321,1.6045012165450123,0.5524050714402027,124.0,120.0,0.0,-2.0611260882920712,-0.05579694223099488,2.6313809631869254
2026-06-29,470,62,50,59,299,1.0553191489361702,-1.3625657396918758,3264,ET,East/NE Africa,88,0.13191489361702127,0.10302769686349449,0.025215349371648158,1.1530132318616824,1,0,0,694.0,761.0,-224.0,0.09654178674351585,0.12483574244415244,0.03537310687350542,1.0623919308357348,0.5099868593955321,-0.0070727818995646174,124.0,124.0,-36.0,0.570254874894854,-2.0611260882920712,-1.93282061458673
2026-07-06,686,47,98,71,470,1.3739067055393586,0.2249409540097385,8558,ET,East/NE Africa,114,0.06851311953352769,0.10428366193973476,0.02536128003349691,1.1487656630388339,0,0,1,470.0,694.0,216.0,0.13191489361702127,0.09654178674351585,-0.06340177408349358,1.0553191489361702,1.0623919308357348,0.3185875566031884,88.0,124.0,26.0,-1.3625657396918758,0.570254874894854,1.5875066937016142
2026-07-13,746,59,88,64,535,1.4316353887399464,-1.4501122541888178,4883,ET,East/NE Africa,104,0.07908847184986595,0.10279322267280948,0.02585620557223681,1.158146539809689,0,1,0,686.0,470.0,60.0,0.06851311953352769,0.13191489361702127,0.010575352316338257,1.3739067055393586,1.0553191489361702,0.05772868320058788,114.0,88.0,-10.0,0.2249409540097385,-1.3625657396918758,-1.6750532081985563
2026-07-20,677,89,98,65,425,0.46514032496307234,-1.8382604414973527,3830,ET,East/NE Africa,111,0.13146233382570163,0.10184503263989172,0.025751970826498112,1.1690860937668994,1,0,,746.0,686.0,-69.0,0.07908847184986595,0.06851311953352769,0.052373861975835684,1.4316353887399464,1.3739067055393586,-0.9664950637768741,104.0,114.0,7.0,-1.4501122541888178,0.2249409540097385,-0.38814818730853484
2026-07-27,525,54,40,50,381,1.2780952380952382,-1.3139287112982783,3993,ET,East/NE Africa,112,0.10285714285714286,0.10298415960857674,0.025891606900910566,1.1420112565052138,0,,,677.0,746.0,-152.0,0.13146233382570163,0.07908847184986595,-0.028605190968558777,0.46514032496307234,1.4316353887399464,0.8129549131321658,111.0,104.0,1.0,-1.8382604414973527,-1.4501122541888178,0.5243317301990744
2026-01-26,2,0,2,0,0,-4.0,-6.513112491373359,6,SU,East/NE Africa,3,0.0,,,,0,0,0,,,,,,,,,,,,,,,
2026-02-02,1676,411,224,200,841,-0.8818615751789977,-5.108817186922788,12509,SU,East/NE Africa,156,0.24522673031026254,,,,0,0,0,2.0,,1674.0,0.0,,0.24522673031026254,-4.0,,3.1181384248210025,3.0,,153.0,-6.513112491373359,,1.4042953044505717
2026-02-09,1973,385,340,188,1060,-0.5271160669031931,-4.700849095699769,18474,SU,East/NE Africa,176,0.1951343132285859,,,,0,0,0,1676.0,2.0,297.0,0.24522673031026254,0.0,-0.05009241708167664,-0.8818615751789977,-4.0,0.35474550827580453,156.0,3.0,20.0,-5.108817186922788,-6.513112491373359,0.4079680912230188
2026-02-16,2264,527,356,230,1151,-0.9021643109540636,-4.741240486584326,16818,SU,East/NE Africa,169,0.232773851590106,,,,0,0,0,1973.0,1676.0,291.0,0.1951343132285859,0.24522673031026254,0.03763953836152009,-0.5271160669031931,-0.8818615751789977,-0.37504824405087045,176.0,156.0,-7.0,-4.700849095699769,-5.108817186922788,-0.04039139088455723
2026-02-23,1660,416,215,159,870,-0.8860240963855421,-4.927482723353242,10846,SU,East/NE Africa,169,0.25060240963855424,0.1682837237822386,0.1141921898699435,-1.5777854882590636,0,0,0,2264.0,1973.0,-604.0,0.232773851590106,0.1951343132285859,0.01782855804844824,-0.9021643109540636,-0.5271160669031931,0.016140214568521438,169.0,176.0,0.0,-4.741240486584326,-4.700849095699769,-0.1862422367689156
2026-03-02,1231,332,161,86,652,-1.302924451665313,-4.796947850396987,7294,SU,East/NE Africa,150,0.2696994313566206,0.18474746095350175,0.10552329306220536,-1.4394332098843594,0,0,0,1660.0,2264.0,-429.0,0.25060240963855424,0.232773851590106,0.019097021718066376,-0.8860240963855421,-0.9021643109540636,-0.41690035527977076,169.0,169.0,-19.0,-4.927482723353242,-4.741240486584326,0.13053487295625477
2026-03-09,1360,321,228,131,680,-1.005294117647059,-5.401099111145662,9636,SU,East/NE Africa,159,0.23602941176470588,0.19890612268735489,0.10055316263308542,-1.416681750181185,0,0,0,1231.0,1660.0,129.0,0.2696994313566206,0.25060240963855424,-0.033670019591914735,-1.302924451665313,-0.8860240963855421,0.297630334018254,150.0,169.0,9.0,-4.796947850396987,-4.927482723353242,-0.604151260748675
2026-03-16,1106,328,165,108,505,-1.6017179023508137,-4.677255754219596,12165,SU,East/NE Africa,132,0.2965641952983725,0.20420944969840502,0.09285827393380755,-1.3579120883905955,0,0,0,1360.0,1231.0,-254.0,0.23602941176470588,0.2696994313566206,0.06053478353366665,-1.005294117647059,-1.302924451665313,-0.5964237847037548,159.0,150.0,-27.0,-5.401099111145662,-4.796947850396987,0.723843356926066
2026-03-23,918,254,133,85,446,-1.513834422657952,-4.783919483740724,6239,SU,East/NE Africa,134,0.2766884531590414,0.21575379289840096,0.09196208720622447,-1.3883878151356228,0,0,0,1106.0,1360.0,-188.0,0.2965641952983725,0.23602941176470588,-0.019875742139331132,-1.6017179023508137,-1.005294117647059,0.08788347969286159,132.0,159.0,2.0,-4.677255754219596,-5.401099111145662,-0.10666372952112813
2026-03-30,904,236,131,55,482,-1.5286504424778762,-5.090664654113099,13109,SU,East/NE Africa,134,0.2610619469026549,0.22252431070513878,0.08838810157624026,-1.4023263270825481,0,0,0,918.0,1106.0,-14.0,0.2766884531590414,0.2965641952983725,-0.015626506256386508,-1.513834422657952,-1.6017179023508137,-0.014816019819924087,134.0,132.0,0.0,-4.783919483740724,-4.677255754219596,-0.30674517037237514
2026-04-06,1045,187,139,95,624,-0.017703349282296672,-3.955952776780547,9133,SU,East/NE Africa,140,0.17894736842105263,0.22637807432489038,0.08421947944727977,-1.414958738622081,0,0,0,904.0,918.0,141.0,0.2610619469026549,0.2766884531590414,-0.08211457848160225,-1.5286504424778762,-1.513834422657952,1.5109470931955795,134.0,134.0,6.0,-5.090664654113099,-4.783919483740724,1.1347118773325522
2026-04-13,2276,355,333,279,1309,0.14978031634446395,-5.248046206002726,22413,SU,East/NE Africa,183,0.15597539543057998,0.22206619196999605,0.08116738427718762,-1.2879355214093733,0,0,0,1045.0,904.0,1231.0,0.17894736842105263,0.2610619469026549,-0.022971972990472656,-0.017703349282296672,-1.5286504424778762,0.16748366562676062,140.0,134.0,43.0,-3.955952776780547,-5.090664654113099,-1.2920934292221795
2026-04-20,1170,218,141,93,718,-0.035299145299145324,-4.42966212969538,12146,SU,East/NE Africa,141,0.18632478632478633,0.21655862559171138,0.07970709825940928,-1.1681258682632203,0,0,0,2276.0,1045.0,-1106.0,0.15597539543057998,0.17894736842105263,0.03034939089420635,0.14978031634446395,-0.017703349282296672,-0.18507946164360928,183.0,140.0,-42.0,-5.248046206002726,-3.955952776780547,0.8183840763073462
2026-04-27,1324,280,169,143,732,-0.43844410876132933,-4.897339124080244,12406,SU,East/NE Africa,153,0.21148036253776434,0.21423294564810175,0.07677304618457316,-1.0809853511121377,0,0,0,1170.0,2276.0,154.0,0.18632478632478633,0.15597539543057998,0.02515557621297801,-0.035299145299145324,0.14978031634446395,-0.403144963462184,141.0,183.0,12.0,-4.42966212969538,-5.248046206002726,-0.4676769943848642
2026-05-04,1482,339,347,127,669,-1.2597165991902834,-5.101355707320139,10088,SU,East/NE Africa,159,0.22874493927125505,0.21403633256879195,0.07376482534975658,-1.0350895480870799,0,0,0,1324.0,1170.0,158.0,0.21148036253776434,0.18632478632478633,0.017264576733490716,-0.43844410876132933,-0.035299145299145324,-0.8212724904289541,153.0,141.0,6.0,-4.897339124080244,-4.42966212969538,-0.2040165832398948
2026-05-11,1368,277,213,156,722,-0.46644736842105267,-4.537925384932687,10978,SU,East/NE Africa,158,0.20248538011695907,0.21501690634895615,0.0711829449890982,-1.0500646848272934,0,0,0,1482.0,1324.0,-114.0,0.22874493927125505,0.21148036253776434,-0.02625955915429598,-1.2597165991902834,-0.43844410876132933,0.7932692307692308,159.0,153.0,-1.0,-5.101355707320139,-4.897339124080244,0.5634303223874522
2026-05-18,976,164,119,115,578,0.0964139344262295,-3.924955653715007,5711,SU,East/NE Africa,140,0.1680327868852459,0.21423368595945633,0.06884058270397411,-1.0135886025519034,0,0,0,1368.0,1482.0,-392.0,0.20248538011695907,0.22874493927125505,-0.03445259323171318,-0.46644736842105267,-1.2597165991902834,0.5628613028472822,158.0,159.0,-18.0,-4.537925384932687,-5.101355707320139,0.6129697312176798
2026-05-25,1093,186,186,75,646,0.05187557182067702,-3.438428970610639,13038,SU,East/NE Africa,139,0.17017383348581885,0.21151598601391455,0.0675899171010865,-0.9482943356708367,0,0,1,976.0,1368.0,117.0,0.1680327868852459,0.20248538011695907,0.00214104660057296,0.0964139344262295,-0.46644736842105267,-0.04453836260555248,140.0,158.0,-1.0,-3.924955653715007,-4.537925384932687,0.4865266831043682
2026-06-01,875,188,144,113,430,-0.7644571428571428,-4.146390807462368,5050,SU,East/NE Africa,141,0.21485714285714286,0.20921919976235367,0.06629194334325375,-0.8927293408101971,0,1,0,1093.0,976.0,-218.0,0.17017383348581885,0.1680327868852459,0.044683309371324004,0.05187557182067702,0.0964139344262295,-0.8163327146778199,139.0,140.0,2.0,-3.438428970610639,-3.924955653715007,-0.7079618368517293
2026-06-08,1730,492,297,189,752,-1.4542774566473988,-6.145626315196409,16612,SU,East/NE Africa,166,0.28439306358381505,0.20951593360944784,0.06443717147631467,-0.8859781724968784,1,0,0,875.0,1093.0,855.0,0.21485714285714286,0.17017383348581885,0.0695359207266722,-0.7644571428571428,0.05187557182067702,-0.689820313790256,141.0,139.0,25.0,-4.146390807462368,-3.438428970610639,-1.9992355077340402
2026-06-15,1479,398,216,109,756,-1.254293441514537,-4.6282269443573,9558,SU,East/NE Africa,175,0.2691007437457742,0.21325979010816623,0.0649148991839405,-0.9143931367044044,0,0,1,1730.0,875.0,-251.0,0.28439306358381505,0.21485714285714286,-0.015292319838040858,-1.4542774566473988,-0.7644571428571428,0.1999840151328618,166.0,141.0,9.0,-6.145626315196409,-4.146390807462368,1.517399370839109
2026-06-22,1628,345,300,160,823,-0.8956388206388206,-5.052037843876964,9577,SU,East/NE Africa,162,0.2119164619164619,0.2159188831385285,0.06443394462458936,-0.9305788655048869,0,1,0,1479.0,1730.0,149.0,0.2691007437457742,0.28439306358381505,-0.05718428182931229,-1.254293441514537,-1.4542774566473988,0.3586546208757164,175.0,166.0,-13.0,-4.6282269443573,-6.145626315196409,-0.42381089951966455
2026-06-29,1482,460,224,85,713,-2.110728744939271,-5.575330905539569,10508,SU,East/NE Africa,137,0.31039136302294196,0.21573695490116182,0.0628868809166388,-0.9289906816473384,1,0,0,1628.0,1479.0,-146.0,0.2119164619164619,0.2691007437457742,0.09847490110648005,-0.8956388206388206,-1.254293441514537,-1.2150899243004505,162.0,175.0,-25.0,-5.052037843876964,-4.6282269443573,-0.5232930616626046
2026-07-06,1448,366,197,137,748,-1.2391574585635359,-4.841747440281648,9520,SU,East/NE Africa,144,0.2527624309392265,0.21985236394993488,0.06453324407166489,-0.9803705974426399,0,0,0,1482.0,1628.0,-34.0,0.31039136302294196,0.2119164619164619,-0.057628932083715445,-2.110728744939271,-0.8956388206388206,0.8715712863757352,137.0,162.0,7.0,-5.575330905539569,-5.052037843876964,0.7335834652579205
2026-07-13,1239,281,252,140,566,-0.9142857142857143,-4.981023250200824,7501,SU,East/NE Africa,144,0.22679580306698952,0.22122361674115534,0.06347125863662843,-0.9911533833226772,0,0,0,1448.0,1482.0,-209.0,0.2527624309392265,0.31039136302294196,-0.025966627872236997,-1.2391574585635359,-2.110728744939271,0.3248717442778216,144.0,137.0,0.0,-4.841747440281648,-5.575330905539569,-0.13927580991917576
2026-07-20,1208,238,210,108,652,-0.4720198675496689,-3.8513807222666574,9001,SU,East/NE Africa,155,0.19701986754966888,0.22144650419418874,0.06214486529041798,-0.9880786765611986,0,0,,1239.0,1448.0,-31.0,0.22679580306698952,0.2527624309392265,-0.029775935517320634,-0.9142857142857143,-1.2391574585635359,0.44226584673604535,144.0,144.0,11.0,-4.981023250200824,-4.841747440281648,1.1296425279341666
2026-07-27,959,241,132,95,491,-0.9615224191866528,-3.6828246153866613,6047,SU,East/NE Africa,123,0.251303441084463,0.2205070181693995,0.061077437687297925,-0.968230260829986,0,,,1208.0,1239.0,-249.0,0.19701986754966888,0.22679580306698952,0.05428357353479413,-0.4720198675496689,-0.9142857142857143,-0.4895025516369839,155.0,144.0,-32.0,-3.8513807222666574,-4.981023250200824,0.16855610687999611
2026-01-26,9,2,0,0,7,0.7555555555555555,-2.4529462316078217,46,VE,South America,6,0.2222222222222222,,,,0,0,0,,,,,,,,,,,,,,,
2026-02-02,3582,670,584,501,1827,-0.027331099944165268,-2.967906797245921,28938,VE,South America,232,0.1870463428252373,,,,0,0,0,9.0,,3573.0,0.2222222222222222,,-0.03517587939698491,0.7555555555555555,,-0.7828866554997208,6.0,,226.0,-2.4529462316078217,,-0.5149605656380993
2026-02-09,4861,894,728,797,2442,0.18335733388191733,-3.179389001070685,63105,VE,South America,243,0.18391277514914628,,,,0,0,1,3582.0,9.0,1279.0,0.1870463428252373,0.2222222222222222,-0.0031335676760910203,-0.027331099944165268,0.7555555555555555,0.2106884338260826,232.0,6.0,11.0,-2.967906797245921,-2.4529462316078217,-0.2114822038247639
2026-02-16,3436,586,479,443,1928,0.24461583236321305,-3.3568330470663703,38007,VE,South America,229,0.17054714784633296,,,,0,1,0,4861.0,3582.0,-1425.0,0.18391277514914628,0.1870463428252373,-0.013365627302813321,0.18335733388191733,-0.027331099944165268,0.06125849848129572,243.0,232.0,-14.0,-3.179389001070685,-2.967906797245921,-0.17744404599568542
2026-02-23,3755,840,615,510,1790,-0.41762982689747,-3.5099143429530923,39031,VE,South America,211,0.2237017310252996,0.19093212201073467,0.022052876253601573,0.28904940546413016,1,0,0,3436.0,4861.0,319.0,0.17054714784633296,0.18391277514914628,0.05315458317896665,0.24461583236321305,0.18335733388191733,-0.6622456592606831,229.0,243.0,-18.0,-3.3568330470663703,-3.179389001070685,-0.15308129588672204
2026-03-02,3873,751,515,348,2259,-0.07601342628453395,-2.5460760385208734,41133,VE,South America,225,0.19390653240382133,0.19748604381364768,0.024073148283637297,0.1477135589918101,0,0,0,3755.0,3436.0,118.0,0.2237017310252996,0.17054714784633296,-0.02979519862147828,-0.41762982689747,0.24461583236321305,0.3416164006129361,211.0,229.0,14.0,-3.5099143429530923,-3.3568330470663703,0.963838304432219
2026-03-09,3034,570,398,336,1730,-0.02623599208965063,-2.7975389233868726,18285,VE,South America,215,0.18787079762689518,0.1968894585786766,0.021581210769655725,0.11042572811241945,0,0,1,3873.0,3755.0,-839.0,0.19390653240382133,0.2237017310252996,-0.006035734776926149,-0.07601342628453395,-0.41762982689747,0.04977743419488331,225.0,211.0,-10.0,-2.5460760385208734,-3.5099143429530923,-0.2514628848659992
2026-03-16,2306,481,360,293,1172,-0.23352124891587164,-3.359169278758369,18307,VE,South America,178,0.2085862966175195,0.19560107844270783,0.01999358260859967,0.09090262522640943,0,1,0,3034.0,3873.0,-728.0,0.18787079762689518,0.19390653240382133,0.02071549899062433,-0.02623599208965063,-0.07601342628453395,-0.207285256826221,215.0,225.0,-37.0,-2.7975389233868726,-2.5460760385208734,-0.5616303553714963
2026-03-23,3455,887,473,464,1631,-0.5613603473227207,-4.3987824957763095,34979,VE,South America,190,0.2567293777134588,0.1972242307145593,0.019071290981202693,0.0503496409586243,1,0,0,2306.0,3034.0,1149.0,0.2085862966175195,0.18787079762689518,0.04814308109593926,-0.23352124891587164,-0.02623599208965063,-0.327839098406849,178.0,215.0,12.0,-3.359169278758369,-2.7975389233868726,-1.0396132170179406
2026-03-30,2196,481,242,345,1128,0.12008196721311477,-2.8442421069181028,31680,VE,South America,159,0.21903460837887068,0.20383591371443702,0.026677313227653543,-0.017618135517080698,0,0,0,3455.0,2306.0,-1259.0,0.2567293777134588,0.2085862966175195,-0.037694769334588096,-0.5613603473227207,-0.23352124891587164,0.6814423145358355,190.0,178.0,-31.0,-4.3987824957763095,-3.359169278758369,1.5545403888582068
2026-04-06,1524,306,199,226,793,-0.19219160104986874,-3.0237493403059372,12071,VE,South America,154,0.20078740157480315,0.20535578318088038,0.025606710526568193,-0.0038481252440611497,0,0,0,2196.0,3455.0,-672.0,0.21903460837887068,0.2567293777134588,-0.018247206804067523,0.12008196721311477,-0.5613603473227207,-0.3122735682629835,159.0,190.0,-5.0,-2.8442421069181028,-4.3987824957763095,-0.17950723338783448
2026-04-13,1945,296,356,241,1052,0.40046272493573265,-3.0748909119656105,14629,VE,South America,189,0.15218508997429306,0.20494047576214608,0.02433167779592944,-0.020970259408225476,0,0,0,1524.0,2196.0,421.0,0.20078740157480315,0.21903460837887068,-0.048602311600510095,-0.19219160104986874,0.12008196721311477,0.5926543259856014,154.0,159.0,35.0,-3.0237493403059372,-2.8442421069181028,-0.05114157165967326
2026-04-20,1877,354,249,219,1055,0.3602557272242941,-3.1364676818026394,22114,VE,South America,174,0.18859882791688865,0.20054419361315834,0.02775134495098204,0.014149155953771036,0,0,0,1945.0,1524.0,-68.0,0.15218508997429306,0.20078740157480315,0.036413737942595586,0.40046272493573265,-0.19219160104986874,-0.04020699771143854,189.0,154.0,-15.0,-3.0748909119656105,-3.0237493403059372,-0.061576769837028866
2026-04-27,2584,426,315,352,1491,0.6962461300309597,-2.570760267386677,26952,VE,South America,196,0.16486068111455107,0.1996253193288299,0.02677564827216261,0.040772738359195884,0,0,0,1877.0,1945.0,707.0,0.18859882791688865,0.15218508997429306,-0.023738146802337573,0.3602557272242941,0.40046272493573265,0.3359904028066656,174.0,189.0,22.0,-3.1364676818026394,-3.0748909119656105,0.5657074144159622
2026-05-04,1541,222,203,174,942,0.46645035691109665,-2.789207544796198,10420,VE,South America,161,0.14406229720960415,0.19714213088495283,0.02735166568832299,0.08759226633575044,0,0,1,2584.0,1877.0,-1043.0,0.16486068111455107,0.18859882791688865,-0.020798383904946927,0.6962461300309597,0.3602557272242941,-0.22979577311986304,196.0,174.0,-35.0,-2.570760267386677,-3.1364676818026394,-0.21844727740952097
2026-05-11,2254,325,317,267,1345,0.6077639751552796,-2.2331843037945056,13609,VE,South America,176,0.14418811002661935,0.19360347530659627,0.0297070392097135,0.11284947237410686,0,1,0,1541.0,2584.0,713.0,0.14406229720960415,0.16486068111455107,0.0001258128170152084,0.46645035691109665,0.6962461300309597,0.14131361824418293,161.0,196.0,15.0,-2.789207544796198,-2.570760267386677,0.5560232410016925
